surname	firstname	twostephash	uid
Angle	" Mrs. William A (Florence ""Mary"" Agnes Hughes)"	{98310, 1962014, 88097, 794659, 1970223, 1196085, 1548345, 446524, 616509, 335937, 1054785, 1687619, 1136714, 1718355, 473172, 1116244, 10327, 602206, 671850, 829552, 233588, 1372276, 426114, 2019459, 505994, 1984651, 891021, 57489, 39072, 1839275, 2222, 299203, 745673, 1601748, 1609953, 1247471, 706806, 1519863, 1222938, 1454367, 143650, 465195, 258348, 481579, 201009, 856370, 1640753, 1671475, 1603902, 1210689, 1743177, 674125, 1442126, 1151311, 1554765, 199003, 799072, 186725, 1091941, 1730917, 1589609, 768373, 1012085, 1317248, 907651, 1937797, 328070, 1202566, 2032006, 723350, 1132954, 833953, 1096097, 377256, 1849773, 551343, 270774, 1509821, 772548, 842186, 1542625, 1915371, 678381, 1769968, 37367, 313854, 1014274, 1114645, 61979, 178715, 1493532, 1098279, 277040, 2023995, 1813062, 203350, 1124955, 547421, 897629, 496238, 1038959, 494195, 754301, 402048, 787079, 957063, 871053, 1335949, 1106578, 682646, 1165994, 1493694, 230086, 320200, 500431, 486102, 1483481, 1026784, 1643243, 1110765, 404213, 1393398, 926460, 133890, 1592069, 824070, 498440, 1360663, 1528625, 1379126, 310083, 1485644, 1305424, 293730, 1727330, 867176, 916347, 523142, 279450, 1708954, 1889186, 1700773, 1041319, 709557, 994229, 1766334, 236481, 1706946, 1223622, 797641, 744402, 582616, 1240027, 1256414, 1395682, 150507, 609268, 1704948, 1000438, 74747, 1897471, 1729538, 459782, 1197076, 2040858, 1719336, 1672233, 392246, 1162311, 1432668, 951411, 441462, 982140, 105599, 285824, 646271, 976005, 126090, 1973386, 1229969, 81044, 429225, 1045678, 1496238, 1756346, 1143997, 1156290, 1613009, 1170649, 1271009, 1631460, 1281258, 152815, 2014450, 1416437, 1019131, 1664252, 218366, 1563906, 1443100, 1619234, 406826, 2037047, 1824072, 802120, 363849, 1539401, 1047886, 1527131, 1002845, 1418591, 1295712, 1846623, 1258855, 2018663, 419187, 1273207, 296326, 1967496, 994698, 1580431, 214418, 1471898, 834971, 335263, 243114, 267691, 781739, 1469867, 1723823, 1875375, 806321, 2002352, 1693115, 1426879, 847299, 1793475, 1818065, 400857, 140767, 21989, 1359333, 775656, 2035209, 503310, 1543704, 749085, 697887, 1437221, 1357356, 212526, 689711, 91702, 351799, 1031737, 1064513, 417346, 843338, 929359, 466513, 1308241, 1746518, 478807, 1402456, 1840738, 845412, 1412713, 1699441, 730739, 32383, 1560197, 233094, 1216141, 1388175, 1740434, 628389, 138930, 1298108, 52925, 1375938, 1982152, 112330, 343754, 1568469, 599770, 1302249, 351979, 1795826, 435960, 1634046, 1535745, 1089282, 859908, 1646344, 157466, 544539, 489244, 530209, 216874, 433966, 739124, 1638204, 1218371, 810821, 757580, 593747, 1081173, 1005398, 849760, 1343337, 1797993, 157547, 1345390, 1408888, 507773, 104319, 1087360, 247681, 1804159, 1951619, 1253256, 386956, 1752977, 169879, 1572763, 784290, 1857454, 337846, 264119, 296892, 540608, 1286086, 778188, 83917, 1337293, 456665, 729054, 331747, 667623, 679911, 718823, 622589}	518
Tikkanen	 Mr. Juho	{61448, 364559, 1527824, 304659, 586774, 1676326, 729640, 670250, 1269293, 1354292, 392246, 2023995, 81986, 1687619, 1661508, 435276, 644684, 1162830, 788050, 1493078, 1746518, 2021975, 1124955, 1432668, 354401, 701029, 829552, 730739, 1056375, 1215607, 112762, 1929343, 52362, 1335949, 1229969, 1740434, 1827993, 962715, 39072, 1196704, 796328, 1839275, 165548, 1942199, 1805503, 1918154, 1551052, 500431, 462551, 233178, 459998, 1609953, 38627, 34532, 1041637, 1631460, 863469, 152815, 711920, 1579762, 1393398, 2011895, 435960, 998137, 218366, 1535745, 1775362, 310024, 1245449, 1341708, 613645, 608529, 2008850, 988438, 1055510, 27929, 157466, 1443618, 50468, 251175, 329001, 1726250, 1787180, 1550125, 415534, 1021745, 1671475, 739124, 574273, 1994054, 841546, 551249, 1857370, 200031, 792927, 1372003, 1098602, 528747, 683890, 582004, 980340, 507773, 1338239, 1568131, 1937797, 311176, 318856, 1471898, 263067, 1203620, 637863, 1011114, 1931695, 1582000, 1693115, 816577, 762310, 1174983, 1892304, 811991, 348125, 1256414, 1543649, 1768931, 775656, 1031657, 1704948, 204789}	382
Flynn	 Mr. John	{1493509, 61448, 346633, 564746, 364559, 304659, 922150, 729640, 1121324, 362541, 1801775, 1854007, 351799, 315458, 1090626, 1358402, 1553994, 788050, 960088, 875104, 829552, 1215607, 1432184, 1229969, 1740434, 1749139, 1968792, 962715, 706205, 1045678, 795315, 586422, 246456, 1514177, 1726666, 1918154, 654030, 1618644, 1416190, 233178, 459998, 1903327, 34532, 1041637, 1724653, 2011895, 1195771, 926460, 1535745, 1827585, 1245449, 1341708, 401173, 860447, 1443618, 1708326, 780076, 1550125, 1787180, 862514, 1671475, 209716, 1379126, 577337, 78168, 200031, 482655, 792927, 1098602, 528747, 892276, 1103227, 1432976, 180115, 655767, 1466777, 688032, 981496, 1582000, 376243, 1177529, 1910202, 1693115, 1907134, 1426879, 551364, 130502, 762310, 1174983, 824782, 1892304, 1393628, 1581020, 1256414, 743902, 1281504, 727009, 775656, 91117, 1704948, 1110517, 1522677, 1019895, 1751544, 313854}	825
Goldsmith	 Mr. Frank John	{577544, 332297, 564746, 550924, 972814, 1527824, 586774, 1494045, 1545246, 892454, 729640, 132649, 362541, 829997, 1743406, 1790509, 2023995, 1198651, 489534, 1213502, 1010752, 315458, 1090626, 1137220, 1651270, 383047, 1016903, 435276, 1607758, 259152, 1620048, 788050, 1388116, 960088, 1045595, 1432668, 394333, 1507933, 875104, 1133158, 1140838, 1014893, 362094, 1899632, 1699441, 650354, 1167986, 1281652, 287862, 1215607, 1432184, 646271, 1949316, 190598, 107660, 1458322, 924307, 1740434, 796309, 706205, 39072, 1703080, 1332402, 795315, 21683, 246456, 1024191, 371905, 96455, 1918154, 1351373, 739536, 1777362, 233178, 142048, 1180897, 1231081, 1724653, 224495, 1168625, 1195771, 218366, 1914623, 1535745, 110851, 1313544, 1002249, 1245449, 1341194, 1689870, 525071, 1635600, 1134870, 1596182, 157466, 860447, 1820448, 1443618, 1773858, 329001, 947502, 862514, 1671475, 209716, 1955636, 774454, 256823, 529207, 563003, 604475, 1122623, 475458, 1659718, 264008, 1806664, 624459, 864076, 1170769, 185688, 621914, 1074525, 200031, 16735, 1058144, 1856353, 82277, 1988971, 281460, 1103227, 669566, 1644415, 1390978, 1838468, 1937797, 1087884, 1580431, 930194, 1488274, 494489, 1466777, 1228187, 1163166, 688032, 509345, 981496, 99755, 1550253, 113070, 294831, 661936, 1741231, 376243, 1141684, 1193396, 330680, 1177529, 1693115, 409020, 1498046, 1383359, 513987, 533445, 1174983, 58313, 633303, 1620440, 638941, 1256414, 1007588, 775656, 994280, 91117, 1472494, 77298, 1704948, 1110517, 1522677, 1019895, 1751544, 1802238}	548
Bryhl	 Mr. Kurt Arnold Gottfrid	{1681412, 1813509, 577544, 1537548, 1553424, 1154579, 1912340, 1114645, 586774, 768537, 265753, 1998875, 1494045, 1427485, 1822241, 629283, 1949733, 1693734, 1240615, 729640, 132649, 802856, 215084, 1790509, 689711, 1854005, 882748, 427583, 580672, 335937, 1064513, 1531458, 1651270, 520263, 1016903, 191052, 270927, 114768, 1764945, 788050, 1277013, 157782, 1966681, 547421, 602206, 954463, 22624, 354401, 856162, 868450, 967267, 1096800, 1507933, 1986147, 1043562, 1159274, 1497706, 1014893, 362094, 1046638, 829552, 1699441, 1705068, 114291, 1733746, 223861, 1899632, 1514109, 285824, 11395, 1413766, 1306247, 126090, 1503370, 892560, 1229969, 1330321, 1598097, 1740434, 1816726, 1315991, 1170074, 1074331, 1532570, 706205, 183967, 682655, 1429663, 487077, 1852581, 211116, 1150637, 1721010, 110775, 1994425, 890050, 370371, 1895620, 1918154, 1707213, 411854, 500431, 872655, 948946, 433875, 834772, 1777362, 1367769, 233178, 2028764, 1264864, 1180897, 1844449, 334051, 1210597, 969961, 1443570, 1131766, 1592059, 1914623, 544513, 1136899, 617732, 665353, 1245449, 1002251, 1119499, 1506573, 1875217, 1572116, 704281, 193818, 772891, 61724, 1559836, 1820448, 562466, 140076, 1550125, 345905, 1671475, 921916, 1293116, 1697088, 1535297, 66370, 1161545, 864076, 1442126, 819535, 722256, 1170769, 58199, 999255, 200031, 799072, 1856353, 109928, 1588590, 1717103, 281460, 477557, 597366, 994677, 1122678, 1326463, 923520, 1682816, 1390978, 1951619, 1838468, 909192, 433548, 1333644, 1580431, 2040719, 1623954, 718743, 551832, 494489, 526233, 15262, 1804707, 1253796, 1041319, 1666471, 324012, 1741231, 368560, 1193396, 709557, 1341366, 330680, 3001, 1606084, 592837, 730567, 972232, 797641, 1174983, 1762763, 1892304, 490494, 582616, 1107417, 992220, 638941, 1256414, 1939420, 1395682, 1894371, 925668, 1029093, 776166, 975337, 1923562, 504300, 607217, 87027, 1342972, 1025534}	728
Moran	 Mr. Daniel J	{1493509, 459782, 1308176, 1527824, 1499156, 306710, 586774, 1422358, 1158176, 679462, 1778732, 1790509, 689711, 442423, 529466, 2023995, 644684, 1922636, 788050, 597084, 394333, 1432668, 1475176, 829552, 650354, 502899, 951411, 1928818, 1571972, 957063, 533131, 612494, 1740434, 389268, 58517, 962715, 39072, 664737, 1039528, 548521, 1090222, 752830, 1024191, 729287, 1726666, 1918154, 739536, 233178, 34532, 1992942, 224495, 2011895, 153849, 218366, 1535745, 616707, 713477, 1245449, 1809163, 364306, 157466, 1443618, 276776, 329001, 1787180, 1550125, 1263919, 1671475, 355125, 1849144, 264008, 1626952, 497486, 1877328, 632150, 327004, 200031, 792927, 923487, 1258855, 1970023, 808821, 1290617, 427387, 1229695, 104319, 1149827, 900, 1336708, 1624963, 1937797, 998283, 386956, 66957, 1582476, 1580431, 303510, 422309, 1330086, 1321383, 1295272, 1145259, 113070, 1601462, 1693115, 220102, 762310, 1174983, 1126346, 1892304, 1620440, 1734108, 1256414, 1281504, 721378, 242149, 775656, 929258, 1915371, 1488878, 624115, 1704948, 239606, 531452}	768
Pickard	 Mr. Berk (Berk Trembisky)	{613376, 685572, 1493509, 849414, 996362, 972814, 819727, 1388559, 339475, 1049619, 586774, 1242650, 178715, 1424414, 1676326, 729640, 50729, 1498666, 1672233, 1121324, 749101, 910381, 1129006, 1269293, 1844788, 1003062, 1600566, 665656, 1007672, 1061433, 1281594, 1468989, 1478207, 651329, 81986, 531524, 596548, 474187, 1423437, 520782, 1686608, 788050, 1900117, 232023, 1740376, 1884761, 602714, 832604, 1313886, 1501802, 1760363, 1302636, 829552, 1176178, 114291, 223859, 1416825, 1090169, 209529, 626816, 187524, 1353862, 313479, 323721, 52362, 126090, 1973386, 1216141, 1229969, 81044, 1357465, 1205915, 897694, 1801888, 843941, 1473189, 1581733, 1891496, 1953959, 762539, 573101, 1565870, 501426, 594100, 1644214, 433337, 154298, 863419, 1162939, 1313465, 2042558, 2035905, 58562, 1156290, 645832, 1082057, 867530, 1918154, 500431, 1925331, 582356, 1916120, 1026784, 1746659, 1209061, 1452265, 792300, 1258221, 1648878, 1967340, 1812721, 346866, 1956597, 706806, 1664252, 1278721, 1535745, 1369860, 24839, 1893127, 1213705, 1245449, 1614601, 1341708, 1267470, 1750799, 1055510, 467224, 2003224, 1453343, 29472, 143650, 1351970, 1443618, 1561891, 655656, 841513, 487213, 433966, 1550125, 624944, 1671475, 1897780, 805173, 260412, 1941822, 786752, 66370, 927554, 977732, 1604421, 1743177, 1442126, 1005398, 1819478, 790360, 1793371, 971613, 200031, 1070945, 697703, 1501546, 610669, 326513, 407413, 1800056, 1983864, 2026872, 654715, 1338239, 1951619, 461199, 337296, 873360, 1580431, 992150, 834971, 1678235, 517022, 722340, 1782180, 1559462, 160681, 672683, 1544108, 912301, 1022893, 1556397, 1296304, 298420, 123829, 709557, 1293755, 1114556, 1413051, 1693115, 1426879, 929728, 1855422, 1461186, 1138627, 220102, 393158, 1337293, 950734, 1280468, 1117144, 456665, 1393628, 1148893, 773598, 907743, 2027998, 696290, 1158119, 775656, 1287658, 1589744, 1836528, 986100, 204789, 1704948, 1731065, 839162, 68604, 622589}	429
Arnold-Franchi	 Mrs. Josef (Josefine Franchi)	{1097217, 1729538, 1930753, 61448, 2035209, 319498, 1122826, 724494, 364559, 1527824, 1400849, 304659, 1893396, 1114645, 910358, 1406485, 1341977, 1998875, 99870, 1822241, 1437221, 132649, 1192492, 1700397, 1790509, 1801775, 1392690, 1837622, 1183288, 1150009, 2023995, 882748, 489534, 1646656, 417346, 1090626, 1137220, 1016903, 1766473, 644684, 1067596, 634446, 515664, 1717331, 229461, 1637973, 10327, 101464, 960088, 423002, 1746518, 1432668, 394333, 547421, 602206, 1240159, 1507933, 688738, 1098859, 1014893, 1046638, 829552, 1899632, 502899, 730739, 1215607, 550525, 1931903, 285824, 476805, 126090, 1335949, 892560, 1229969, 1158290, 924307, 1267857, 1330321, 1395859, 1315991, 1740434, 1487001, 1816726, 1673372, 706205, 39072, 625313, 992418, 1492641, 1852581, 666790, 849575, 1565870, 1332402, 1843379, 868022, 110775, 246456, 373945, 1242295, 15035, 202430, 1024191, 371905, 1940673, 1983174, 864458, 1745099, 710349, 1960141, 500431, 739536, 1777362, 31955, 1170649, 459998, 174816, 1260768, 1065698, 1609953, 528612, 1041637, 1210597, 1660137, 1819372, 1967340, 256750, 152815, 224495, 703216, 1519863, 564985, 1697530, 218366, 81662, 785664, 375041, 133890, 1914623, 310024, 1119499, 1506573, 1762580, 157466, 335643, 1453850, 29472, 462114, 468771, 1264931, 1351461, 1856806, 683816, 329001, 1515307, 433966, 1700143, 1671475, 1030964, 1379126, 650043, 1068350, 555328, 216392, 1626952, 241144, 1047886, 1442126, 1516372, 1390421, 58199, 94039, 249180, 533346, 360806, 872295, 1343337, 1534835, 281460, 1488759, 1059706, 507773, 2020226, 834436, 282501, 1937797, 2032006, 1544077, 244622, 2040719, 494489, 1466777, 834971, 335263, 1237408, 294305, 267691, 324012, 113070, 1723823, 1582000, 1193396, 1831348, 1557942, 330680, 261563, 296892, 1039805, 1498046, 1950651, 772548, 314310, 1286086, 1693639, 934347, 778188, 28112, 1620440, 400857, 916444, 638941, 1256414, 1581020, 1176545, 21989, 667623, 199656, 775656, 1325544, 85483, 331755, 338925, 504300, 276463, 1229295, 1278962, 87027, 1704948, 774133, 1110517, 1751544, 1537534}	49
Douglas	 Mr. Walter Donald	{1654275, 996362, 120341, 586774, 1167388, 1533984, 729640, 1942056, 970797, 212526, 94256, 523313, 801846, 1220664, 1198651, 1052732, 616509, 383047, 134734, 632398, 1686608, 1907281, 788050, 232019, 1116244, 984156, 1980512, 701029, 1140838, 1501802, 1014893, 362094, 829552, 1261168, 1699441, 223859, 1392755, 1804402, 1899632, 493690, 106109, 836226, 1620098, 1353862, 957063, 1413769, 1034891, 624272, 634512, 1229969, 924307, 1740434, 1703080, 762539, 1560747, 2222, 1644214, 1478328, 1150652, 52925, 2042558, 2035905, 1130690, 961737, 1278153, 1918154, 31955, 501473, 507617, 691949, 1965817, 1393402, 531198, 1914623, 1902336, 1535745, 968451, 976647, 1225991, 1245449, 691473, 943891, 838932, 1360663, 676639, 1443618, 1340196, 1147173, 1998628, 953132, 1550125, 572207, 1712432, 1640753, 235314, 1497394, 1671475, 805173, 272184, 260412, 359743, 1647935, 299841, 927554, 1649984, 1646916, 1398085, 1795912, 1420617, 593747, 1088854, 185688, 432985, 2017115, 1297245, 200031, 1070945, 1343842, -1685, 752495, 45425, 326513, 1000309, 344953, 456579, 1098629, 296326, 1202566, 1323917, 1580431, 1628049, 1678235, 783262, 1096097, 637863, 269224, 377256, 654247, 99755, 368560, 1770416, 1271218, 1193396, 438710, 264119, 330680, 348600, 1693115, 1498046, 513987, 393158, 1174983, 83917, 1812429, 1210833, 1785811, 520155, 1256414, 140767, 323040, 1542625, 1994722, 446439, 775656, 1915371, 1758700, 1224176, 1594352, 1704948, 592373, 870901, 988662, 490489, 1179643}	544
Peter	 Miss. Anna	{613376, 332297, 996362, 1527824, 737298, 1049619, 120341, 827413, 1713686, 1814554, 1167388, 1700397, 1743406, 1854007, 2023995, 1847874, 1628227, 644684, 134734, 942672, 1907281, 1739862, 1463385, 1884761, 984156, 875104, 1804402, 223859, 560759, 493690, 1184893, 105599, 1697410, 323721, 1413769, 1317517, 634510, 1032339, 1509528, 39072, 1581733, 1953959, 1560747, 1433266, 364729, 1128636, 2042558, 489663, 1514177, 2035905, 1619144, 961737, 112330, 1780939, 1960141, 30926, 850649, 1170649, 1296629, 1965817, 218366, 953599, 24839, 1313544, 1213705, 936206, 525071, 691473, 1024786, 1134870, 157466, 640284, 676639, 329001, 780076, 1497394, 739124, 805173, 886073, 1731385, 604475, 260412, 1729343, 927554, 1398085, 1806664, 315213, 934226, 78168, 2017115, 1117023, 1058144, 1343337, 752495, 767866, 1937797, 1588616, 1313161, 428946, 180115, 920478, 294831, 1770416, 121269, 1975740, 1426879, 1461186, 772548, 130502, 1812429, 266195, 520155, 1393628, 463838, 1246687, 1607648, 727009, 21989, 667623, 729066, 450027, 1758700, 1071088, 1756663, 1959417, 1519099}	128
Wick	 Mrs. George Dennick (Mary Hitchcock)	{880642, 1550338, 653828, 98310, 459782, 1620488, 2035209, 1198091, 724494, 972814, 1694224, 1154579, 272405, 1114645, 778777, 1158176, 202277, 679462, 1437221, 1556519, 50729, 215084, 1700397, 426030, 689711, 1357359, 6197, 392246, 14394, 625213, 335937, 1054785, 1064513, 531524, 1687619, 560710, 421961, 873034, 1136714, 1277013, 861270, 1402456, 1839705, 1124955, 547421, 602206, 1922655, 2030690, 527973, 618601, 1412713, 1760363, 496238, 5232, 1750129, 738931, 441462, 614006, 1215096, 990328, 1416825, 963710, 105599, 285824, 11395, 957063, 126090, 505994, 1813643, 362125, 1838219, 845455, 1238160, 57489, 1458322, 1642127, 1229969, 1740434, 1143447, 1691799, 549531, 897694, 1429663, 39072, 909474, 436391, 849575, 813225, 700586, 1953959, 1090222, 1395380, 868022, 386235, 1831614, 1514177, 1856193, 667845, 230086, 491208, 1082057, 889549, 1314509, 500431, 1707213, 1960141, 1831123, 1618644, 1568469, 1170649, 831196, 1195228, 580318, 623326, 1260768, 1434844, 1492703, 38627, 1631460, 1725150, 1730790, 1282281, 1302249, 1643243, 856813, 1168625, 2014450, 404213, 1519863, 375041, 1535745, 1563906, 1809163, 1890061, 1393422, 608529, 364306, 1572116, 1596182, 467224, 721176, 157466, 1206040, 1453850, 591647, 676639, 829735, 683816, 780076, 487213, 433966, 1677616, 1671475, 800564, 1811257, 1013051, 66370, 1539401, 918347, 1941836, 1442126, 1516372, 842581, 632150, 1005398, 78168, 121176, 649048, 962394, 249180, 782172, 1561430, 1617758, 799072, 1747801, 1730917, 72039, 1258855, 1343337, 1797993, 875883, 1970023, 1988971, 1588590, 662384, 407413, 914293, 1818487, 1893751, 1945461, 1059706, 1349499, 2026872, 104319, 2020226, 1951619, 713092, 2032006, 1855367, 351114, 998283, 386956, 735628, 1415564, 1580431, 1432976, 1582476, 930194, 180115, 91028, 1174935, 1443224, 526233, 807321, 834971, 1034650, 741789, 1916317, 1237408, 225697, 833953, 1253796, 1868710, 1041319, 267691, 264108, 994229, 3001, 566714, 338875, 891834, 1693115, 772548, 824772, 130502, 220102, 393158, 346058, 864716, 1162188, 317393, 1626577, 1347542, 582616, 802779, 52188, 1240027, 1256414, 1410524, 1447390, 727009, 1543649, 1293283, 1044964, 21989, 242149, 627175, 775656, 331755, 926702, 1229295, 1421294, 607217, 77298, 1488878, 986100, 1496561, 239606, 485367, 1299958, 1704948, 688639}	856
Sivic	 Mr. Husein	{1014274, 15367, 319498, 1750539, 397331, 1675795, 586774, 296473, 409626, 729640, 878633, 916522, 254509, 910381, 1196085, 1061433, 242746, 2023995, 607807, 1570883, 531524, 1137220, 1530951, 899660, 282701, 1526862, 515664, 788050, 1637973, 1802841, 423002, 829552, 1153143, 2019459, 1229969, 1323666, 1740434, 1961620, 682646, 357021, 961697, 1492641, 932003, 510633, 1165994, 1679533, 59584, 1940673, 1791171, 1238212, 1082057, 1918154, 1314509, 238805, 1916120, 1477849, 233178, 2009820, 1589985, 402152, 1281258, 573676, 1159411, 375041, 925442, 1535745, 1245449, 288019, 1762580, 567582, 29472, 462114, 1443618, 343848, 1930025, 1732906, 1021745, 1671475, 844085, 867131, 1647935, 2023244, 943444, 842581, 1005398, 781149, 200031, 1117023, 1846623, 533346, 1561957, 875883, 4974, 407413, 1488759, 1464184, 1059706, 436616, 244622, 1580431, 214418, 1895828, 1975704, 526233, 94618, 294305, 1597869, 1693115, 1855422, 400320, 1225665, 1286086, 1174983, 984009, 28112, 1256414, 1607648, 775656, 310249, 789993, 331755, 1550315, 1564141, 753136, 1704948, 1331196}	561
Meo	 Mr. Alfonzo	{1722375, 1871889, 737298, 1894417, 1511957, 586774, 1713686, 920101, 729640, 784426, 970797, 1357359, 105522, 184886, 801846, 1951289, 1914952, 1553994, 1035339, 1800781, 821840, 788050, 875104, 1505377, 1813091, 701029, 591981, 2001007, 829552, 423027, 258685, 1697410, 1397380, 1161861, 957063, 2022535, 2033802, 714380, 1229969, 1740434, 1032339, 549531, 858787, 1730732, 489655, 1478328, 1150652, 59584, 1298115, 1984708, 508101, 1278153, 1918154, 113359, 771284, 818905, 233178, 1224414, 1386731, 1535745, 1245449, 1384713, 526096, 1024786, 943891, 1206040, 640284, 1443618, 1147173, 1550125, 98095, 572207, 1671475, 501560, 1647935, 786752, 1420617, 121176, 962394, 200031, 137568, 799072, 1117023, 1583975, 507243, 1679212, 914293, 767866, 1349499, 1613704, 1313161, 1580431, 1232278, 807321, 880547, 676280, 1006010, 1693115, 1174983, 1162188, 1131982, 1210833, 1271761, 452563, 372184, 1256414, 908767, 323040, 1246687, 1994722, 775656, 431593, 545268, 1704948, 988662}	152
